"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"GP","M",17,"U","GT3","T",4,4,"Services","Teacher","Home","Mother",1,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,5,2,3,1,2,5,4,17,15,16
"GP","M",16,"R","LE3","T",3,3,"Teacher","Other","Home","Father",3,1,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,3,4,3,5,3,8,9,9,10
"GP","F",17,"U","GT3","T",4,4,"Services","Teacher","Home","Mother",2,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,2,4,2,3,2,24,18,18,18
"GP","F",16,"U","LE3","T",4,4,"Teacher","Teacher","Reputation","Mother",1,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,5,2,1,2,3,0,9,9,10
"GP","F",16,"U","GT3","T",4,3,"Health","Other","Home","Mother",1,2,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,5,1,5,2,2,16,16,16
"GP","F",16,"U","GT3","T",2,3,"Other","Other","Reputation","Mother",1,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4,4,3,1,3,4,6,8,10,10
"GP","F",17,"U","GT3","T",1,1,"Other","Other","Course","Mother",1,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,4,4,1,3,1,4,9,9,10
"GP","F",17,"R","GT3","T",2,2,"Other","Other","Reputation","Mother",1,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,5,3,2,1,2,3,18,7,6,6
"GP","F",16,"R","GT3","T",2,2,"Services","Services","Reputation","Mother",2,4,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,5,3,5,1,1,5,6,10,10,11
"GP","F",17,"U","GT3","T",3,4,"At home","Services","Home","Mother",1,3,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,3,3,4,5,28,10,9,9
"GP","F",16,"U","GT3","A",3,1,"Services","Other","Course","Mother",1,2,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2,3,3,2,2,4,5,7,7,7
"GP","F",16,"U","GT3","T",4,3,"Teacher","Other","Other","Mother",1,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,3,2,1,1,1,10,11,12,13
"GP","F",16,"U","GT3","T",1,1,"At home","Other","Home","Mother",2,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,4,3,2,1,4,5,6,9,9,10
"GP","F",17,"R","GT3","T",4,3,"Teacher","Other","Reputation","Mother",2,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,4,2,1,1,4,6,7,7,7
"GP","F",19,"U","GT3","T",3,3,"Other","Other","Reputation","Other",1,4,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,3,1,2,3,10,8,8,8
"GP","M",17,"U","LE3","T",4,4,"Services","Other","Home","Mother",1,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,3,5,4,5,3,13,12,12,13
"GP","F",16,"U","GT3","A",2,2,"Other","Other","Reputation","Mother",1,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,3,4,1,1,4,0,12,13,14
"GP","M",18,"U","GT3","T",2,2,"Services","Other","Home","Mother",1,2,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,4,4,2,4,5,15,6,7,8
"GP","F",17,"R","LE3","T",4,4,"Services","Other","Other","Mother",1,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,2,1,1,2,3,12,8,10,10
"GP","F",17,"U","LE3","T",3,2,"Other","Other","Reputation","Mother",2,2,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,4,4,1,3,1,2,14,15,15
"GP","F",17,"U","GT3","T",4,3,"Other","Other","Reputation","Mother",1,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,4,5,2,4,1,22,6,6,4
"GP","M",18,"U","LE3","T",3,3,"Services","Health","Home","Father",1,2,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,2,4,2,4,4,13,6,6,8
"GP","F",17,"U","GT3","T",2,3,"At home","Other","Home","Father",2,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,3,3,1,4,3,3,7,7,8
"GP","F",17,"U","GT3","T",2,2,"At home","At_home","Course","Mother",1,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,3,1,1,4,4,9,10,10
"GP","F",17,"R","GT3","T",2,1,"At home","Services","Reputation","Mother",2,2,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,2,5,1,2,5,2,6,6,6
"GP","F",17,"U","GT3","T",1,1,"At home","Other","Reputation","Mother",1,3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,4,3,4,1,1,5,0,6,5,0
"GP","F",16,"U","GT3","T",2,3,"Services","Teacher","Other","Mother",1,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2,3,1,1,1,3,2,16,16,17
"GP","M",18,"U","GT3","T",2,2,"Other","Other","Home","Mother",2,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,3,3,5,5,4,0,12,13,13
"GP","F",16,"U","GT3","T",4,4,"Teacher","Services","Home","Mother",1,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,5,3,2,1,1,5,0,13,13,14
"GP","F",18,"R","GT3","T",3,1,"Other","Other","Reputation","Mother",1,2,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,3,3,1,1,4,16,9,8,7
"GP","F",17,"U","GT3","T",3,2,"Other","Other","Course","Mother",1,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,5,3,4,1,3,3,10,16,15,15
"GP","M",17,"U","LE3","T",2,3,"Services","Services","Reputation","Father",1,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5,3,3,1,3,3,2,12,11,12
"GP","M",18,"U","LE3","T",2,1,"At home","Other","Course","Mother",4,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,2,4,5,3,14,10,8,9
"GP","F",17,"U","GT3","A",2,1,"Other","Other","Course","Mother",2,3,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3,2,3,1,2,3,10,12,10,12
"GP","F",17,"U","LE3","T",4,3,"Health","Other","Reputation","Father",1,2,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3,2,3,1,2,3,14,13,13,14
"GP","M",17,"R","GT3","T",2,2,"Other","Other","Course","Father",2,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,5,2,1,1,1,4,11,11,11
"GP","M",17,"U","GT3","T",4,4,"Teacher","Teacher","Reputation","Mother",1,2,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,5,5,1,3,2,14,11,9,9
"GP","M",16,"U","GT3","T",4,4,"Health","Other","Reputation","Father",1,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,2,4,2,4,1,2,14,13,13
"GP","M",16,"U","LE3","T",1,1,"Other","Other","Home","Mother",2,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,4,2,1,1,5,18,9,7,6
"GP","M",16,"U","GT3","T",3,2,"At home","Other","Reputation","Mother",2,3,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,3,3,1,3,2,10,11,9,10
"GP","M",17,"U","LE3","T",2,2,"Other","Other","Home","Father",1,2,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4,4,2,5,5,4,4,14,13,13
"GP","F",16,"U","GT3","T",2,1,"Other","Other","Home","Mother",1,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,5,2,1,1,5,20,13,12,12
"GP","F",17,"R","GT3","T",2,1,"At home","Services","Course","Mother",3,2,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,1,1,1,1,3,2,13,11,11
"GP","M",18,"U","GT3","T",2,2,"Other","Services","Reputation","Father",1,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,5,5,4,3,5,2,0,7,7,0
"GP","M",17,"U","LE3","T",4,3,"Health","Other","Course","Mother",2,2,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,5,5,1,4,5,14,12,12,12
"GP","M",17,"R","LE3","A",4,4,"Teacher","Other","Course","Mother",2,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,3,3,2,3,4,2,10,11,12
"GP","M",16,"U","LE3","T",4,3,"Teacher","Other","Course","Mother",1,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,5,4,5,1,1,3,0,6,0,0
"GP","M",16,"U","GT3","T",4,4,"Services","Services","Course","Mother",1,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,3,2,1,2,5,0,13,12,12
"GP","F",18,"U","GT3","T",2,1,"Other","Other","Course","Other",2,3,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4,4,4,1,1,3,0,7,0,0
"GP","M",16,"U","GT3","T",2,1,"Other","Other","Course","Mother",3,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,3,1,1,4,6,18,18,18
"GP","M",17,"U","GT3","T",2,3,"Other","Other","Course","Father",2,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,5,2,2,1,1,2,4,12,12,13
"GP","M",22,"U","GT3","T",3,1,"Services","Services","Other","Mother",1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,4,5,5,5,1,16,6,8,8
"GP","M",18,"R","LE3","T",3,3,"Other","Services","Course","Mother",1,2,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,3,3,1,3,5,8,3,5,5
"GP","M",16,"U","GT3","T",0,2,"Other","Other","Other","Mother",1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,3,2,2,4,5,0,13,15,15
"GP","M",18,"U","GT3","T",3,2,"Services","Other","Course","Mother",2,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4,4,5,2,4,5,0,6,8,8
"GP","M",16,"U","GT3","T",3,3,"At home","Other","Reputation","Other",3,2,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,3,3,1,3,2,6,7,10,10
"GP","M",18,"U","GT3","T",2,1,"Services","Services","Other","Mother",1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,2,5,2,5,5,4,6,9,8
"GP","M",16,"R","GT3","T",2,1,"Other","Other","Course","Mother",2,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,3,2,1,3,3,0,8,9,8
"GP","M",17,"R","GT3","T",2,1,"Other","Other","Course","Mother",1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,4,2,2,4,5,0,8,12,12
"GP","M",17,"U","LE3","T",1,1,"Health","Other","Course","Mother",2,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,4,4,1,2,5,2,7,9,8
"GP","F",17,"U","LE3","T",4,2,"Teacher","Services","Reputation","Mother",1,4,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,2,3,1,1,4,6,14,12,13
"GP","M",19,"U","LE3","A",4,3,"Services","At_home","Reputation","Mother",1,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,1,1,1,1,12,11,11,11
"GP","M",18,"U","GT3","T",2,1,"Other","Other","Home","Mother",1,2,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,2,4,1,2,4,8,15,14,14
"GP","F",17,"U","LE3","T",2,2,"Services","Services","Course","Father",1,4,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,4,1,1,1,2,0,10,9,0
"GP","F",18,"U","GT3","T",4,3,"Services","Other","Home","Father",1,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,1,2,1,3,2,21,17,18,18
"GP","M",18,"U","GT3","T",4,3,"Teacher","Other","Course","Mother",1,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,3,2,1,1,3,2,8,8,8
"GP","M",18,"R","GT3","T",3,2,"Other","Other","Course","Mother",1,3,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5,3,2,1,1,3,1,13,12,12
"GP","F",17,"U","GT3","T",3,3,"Other","Other","Home","Mother",1,3,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,2,3,1,1,4,4,10,9,9
"GP","F",18,"U","GT3","T",2,2,"At home","Services","Home","Mother",1,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,3,1,1,3,0,9,10,0
"GP","M",18,"R","LE3","A",3,4,"Other","Other","Reputation","Mother",2,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,2,5,3,4,1,13,17,17,17
"GP","M",17,"U","GT3","T",3,1,"Services","Other","Other","Mother",1,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,4,4,3,4,5,2,9,9,10
"GP","F",18,"R","GT3","T",4,4,"Teacher","Other","Reputation","Mother",2,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,4,2,2,4,8,12,10,11
"GP","M",18,"U","GT3","T",4,2,"Health","Other","Reputation","Father",1,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,4,5,1,3,5,10,10,9,10
"GP","F",18,"R","GT3","T",2,1,"Other","Other","Reputation","Mother",2,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,4,3,5,1,2,3,0,6,0,0
"GP","F",19,"U","GT3","T",3,3,"Other","Services","Home","Other",1,2,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,3,5,3,3,5,15,9,9,9
"GP","F",18,"U","GT3","T",2,3,"Other","Services","Reputation","Father",1,4,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,5,5,1,3,2,4,15,14,14
"GP","F",18,"U","LE3","T",1,1,"Other","Other","Home","Mother",2,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,4,3,1,1,3,2,11,11,11
"GP","M",17,"R","GT3","T",1,2,"At home","At_home","Home","Mother",1,2,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3,5,2,2,2,1,2,15,14,14
"GP","F",17,"U","GT3","T",2,4,"At home","Health","Reputation","Mother",2,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,3,3,1,1,1,2,10,10,10
"GP","F",17,"U","LE3","T",2,2,"Services","Other","Course","Mother",2,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,4,2,3,5,6,12,12,12
"GP","F",18,"R","GT3","A",3,2,"Other","Services","Home","Mother",2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,1,1,1,1,5,75,10,9,9
"GP","M",18,"U","GT3","T",4,4,"Teacher","Services","Home","Mother",2,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,2,4,1,4,3,22,9,9,9
"GP","F",18,"U","GT3","T",4,4,"Health","Health","Reputation","Father",1,2,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,4,4,1,1,4,15,9,8,8
"GP","M",18,"U","LE3","T",4,3,"Teacher","Services","Course","Mother",2,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,2,3,1,2,1,8,10,11,10
"GP","M",17,"U","LE3","A",4,1,"Services","Other","Home","Mother",2,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,5,4,2,4,5,30,8,8,8
"GP","M",17,"U","LE3","A",3,2,"Teacher","Services","Home","Mother",1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,4,4,3,4,3,19,11,9,10
"GP","F",18,"R","LE3","T",1,1,"At home","Other","Reputation","Mother",2,4,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5,2,2,1,1,3,1,12,12,12
"GP","F",18,"U","GT3","T",1,1,"Other","Other","Home","Mother",2,2,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,4,4,1,1,4,4,8,9,10
"GP","F",17,"U","GT3","T",2,2,"Other","Other","Course","Mother",1,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,4,5,1,2,5,4,10,9,11
"GP","M",17,"U","GT3","T",1,1,"Other","Other","Reputation","Father",1,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,3,3,1,2,4,2,12,10,11
"GP","F",18,"U","GT3","T",2,2,"At home","At_home","Other","Mother",1,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,3,1,2,2,5,18,18,19
"GP","F",17,"U","GT3","T",1,1,"Services","Teacher","Reputation","Mother",1,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,3,3,1,1,3,6,13,12,12
"GP","M",18,"U","GT3","T",2,1,"Services","Services","Reputation","Mother",1,3,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,2,4,1,3,2,6,15,14,14
"GP","M",18,"U","LE3","A",4,4,"Teacher","Teacher","Reputation","Mother",1,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5,4,3,1,1,2,9,15,13,15
"GP","M",18,"U","GT3","T",4,2,"Teacher","Other","Home","Mother",1,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,2,1,4,5,11,12,11,11
"GP","F",17,"U","GT3","T",4,3,"Health","Services","Reputation","Mother",1,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,2,2,1,2,3,0,15,15,15
"GP","F",18,"U","LE3","T",2,1,"Services","At_home","Reputation","Mother",1,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5,4,3,1,1,5,12,12,12,13
"GP","F",17,"R","LE3","T",3,1,"Services","Other","Reputation","Mother",2,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,1,2,1,1,3,6,18,18,18
"GP","M",18,"R","LE3","T",3,2,"Services","Other","Reputation","Mother",2,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5,4,2,1,1,4,8,14,13,14
